time,ax,ay,az,atotal
30.956,6.57,14.93,13.82,21.38
30.966,10.98,15.45,13.37,23.20
30.976,13.43,14.64,12.12,23.28
30.986,12.78,12.66,10.67,20.91
30.996,10.82,9.47,9.68,17.34
31.006,8.10,6.46,9.45,14.02
31.016,7.29,7.60,8.09,13.28
31.026,12.54,10.51,6.18,17.49
31.036,18.27,11.72,2.99,21.91
31.046,20.58,10.22,-1.63,23.04
31.056,19.50,7.11,-4.31,21.20
31.066,16.09,3.53,-4.19,17.00
31.076,13.45,-0.16,-2.75,13.73
31.086,12.38,-3.70,-0.49,12.93
31.096,11.22,-6.39,2.42,13.14
31.106,9.43,-8.32,4.44,13.34
31.116,8.30,-10.50,4.80,14.22
31.126,8.65,-13.05,4.30,16.24
31.136,9.53,-15.07,3.16,18.11
31.146,9.75,-16.28,1.19,19.01
31.156,8.40,-17.20,-0.95,19.17
31.166,5.74,-18.10,-2.95,19.22
31.176,2.84,-18.68,-5.21,19.60
31.186,0.06,-18.85,-7.42,20.25
31.196,-1.64,-19.01,-8.69,20.97
31.206,-2.41,-19.38,-8.77,21.41
31.216,-2.78,-19.52,-8.20,21.36
31.226,-2.83,-19.23,-7.62,20.88
31.236,-2.83,-18.50,-7.04,20.00
31.246,-2.34,-17.67,-6.53,18.98
31.256,-0.45,-16.52,-6.60,17.79
31.267,1.41,-14.99,-6.75,16.50
31.276,2.98,-13.79,-6.77,15.65
31.287,4.19,-13.04,-6.53,15.17
31.296,5.44,-12.32,-6.27,14.85
31.307,6.94,-11.23,-5.53,14.32
31.317,8.20,-10.16,-4.45,13.79
31.327,9.17,-8.95,-3.56,13.30
31.337,9.77,-7.36,-2.58,12.50
31.347,10.48,-5.28,-1.87,11.88
31.357,11.26,-2.57,-1.66,11.67
31.367,9.86,0.06,-1.89,10.04
31.377,5.82,1.25,-1.89,6.25
31.387,4.01,3.17,-0.70,5.16
31.397,7.29,6.14,1.29,9.62
31.407,13.25,7.25,2.09,15.25
31.417,18.44,8.95,1.55,20.55
31.427,19.91,11.72,2.54,23.24
31.437,16.34,11.72,4.40,20.59
31.447,10.55,9.05,5.65,15.00
31.457,5.07,6.48,7.24,10.96
31.467,0.30,4.04,8.92,9.79
31.477,-3.16,1.56,10.10,10.70
31.487,-5.24,0.15,10.84,12.04
31.497,-5.58,0.40,11.41,12.70
31.507,-4.53,1.67,11.54,12.51
31.517,-3.67,2.94,10.71,11.70
31.527,-3.81,3.93,9.15,10.67
31.537,-5.69,4.42,7.46,10.37
31.547,-8.27,4.63,5.76,11.08
31.557,-10.93,4.21,4.38,12.50
31.567,-13.42,3.71,3.50,14.36
31.577,-15.23,3.61,3.15,15.96
31.588,-15.22,4.38,3.26,16.17
31.598,-13.77,5.99,4.50,15.68
31.608,-12.24,7.57,5.96,15.58
31.617,-10.26,8.71,6.38,14.89
31.628,-6.37,9.84,5.39,12.91
31.638,-3.17,11.25,3.72,12.26
31.648,-3.04,11.20,2.97,11.98
31.658,-4.21,10.05,3.20,11.36
31.668,-4.52,9.49,4.39,11.39
31.678,-3.83,9.17,5.55,11.38
31.688,-1.90,9.03,6.09,11.06
31.698,1.11,9.08,6.51,11.23
31.708,3.91,9.10,7.04,12.15
31.718,4.98,9.23,7.21,12.73
31.728,3.98,9.54,8.09,13.13
31.738,3.66,11.11,11.64,16.50
31.748,7.82,13.53,16.71,22.88
31.758,16.71,15.39,20.01,30.27
31.768,25.04,15.62,19.47,35.36
31.778,27.56,13.29,15.68,34.38
31.788,25.18,9.87,12.03,29.60
31.798,21.18,7.18,9.81,24.42
31.808,17.28,4.23,8.12,19.56
31.818,14.32,1.08,7.37,16.14
31.828,11.96,-1.47,7.16,14.02
31.838,9.86,-3.64,6.11,12.15
31.848,8.20,-5.91,4.44,11.04
31.858,7.27,-7.74,2.42,10.89
31.868,6.83,-9.21,-0.08,11.47
31.878,6.15,-10.77,-2.66,12.68
31.888,5.47,-12.26,-4.94,14.31
31.898,5.24,-14.26,-7.12,16.78
31.908,4.90,-16.42,-9.33,19.51
31.918,4.01,-18.01,-11.51,21.75
31.928,2.66,-19.14,-13.21,23.41
31.938,1.05,-19.76,-14.71,24.65
31.949,-0.77,-19.80,-16.20,25.60
31.958,-1.87,-19.64,-17.14,26.13
31.969,-1.95,-19.34,-17.31,26.02
31.979,-1.06,-18.64,-16.44,24.88
31.989,0.27,-17.73,-14.52,22.92
31.999,1.24,-16.79,-12.30,20.85
32.009,2.02,-16.16,-10.42,19.33
32.019,2.43,-15.89,-8.48,18.18
32.029,2.66,-15.61,-6.24,17.02
32.039,2.98,-15.11,-4.32,16.00
32.049,3.31,-14.24,-2.84,14.90
32.059,4.35,-12.93,-1.19,13.69
32.069,6.58,-11.01,0.60,12.84
32.079,10.05,-8.63,2.12,13.41
32.089,12.65,-5.73,2.65,14.14
32.099,12.43,-3.18,1.20,12.89
32.109,9.85,-1.29,-0.42,9.94
32.119,7.63,2.74,1.28,8.21
32.129,12.48,8.50,6.13,16.29
32.139,23.60,12.54,10.34,28.66
32.149,31.87,16.48,13.23,38.24
32.159,32.62,19.62,15.69,41.17
32.169,25.96,19.16,15.26,35.69
32.179,15.54,16.34,12.16,25.62
32.189,6.06,13.47,8.29,16.93
32.199,-0.09,11.18,4.51,12.06
32.209,-2.94,9.73,0.70,10.19
32.219,-4.07,8.96,-2.40,10.13
32.229,-4.97,8.27,-3.88,10.40
32.239,-5.94,7.64,-4.48,10.66
32.249,-6.69,6.64,-4.73,10.55
32.260,-7.70,5.38,-4.92,10.61
32.270,-10.11,4.60,-4.95,12.16
32.280,-13.26,3.90,-5.37,14.83
32.290,-15.97,2.66,-5.55,17.11
32.302,-17.64,1.60,-4.70,18.33
32.310,-17.88,1.22,-2.89,18.15
32.320,-16.84,1.66,-0.68,16.93
32.330,-15.63,2.32,1.46,15.87
32.340,-14.56,2.80,3.39,15.21
32.350,-12.54,2.99,4.96,13.81
32.360,-9.84,3.91,6.06,12.20
32.370,-7.95,5.70,6.60,11.80
32.380,-6.96,6.44,6.59,11.55
32.390,-6.65,5.87,6.01,10.71
32.400,-6.20,5.34,5.54,9.88
32.410,-4.40,5.18,6.17,9.19
32.420,-1.91,4.97,8.55,10.07
32.430,0.66,4.57,11.95,12.81
32.440,2.92,4.00,14.27,15.10
32.450,3.37,3.81,13.99,14.88
32.460,1.27,4.62,12.09,13.01
32.470,-0.64,5.90,11.14,12.62
32.480,0.25,6.19,10.81,12.46
32.490,2.09,7.03,12.05,14.10
32.500,4.42,8.97,15.42,18.38
32.510,9.94,9.19,16.65,21.46
32.520,15.47,8.01,15.53,23.34
32.530,18.13,7.17,14.14,24.08
32.540,18.12,5.89,12.40,22.73
32.550,15.14,3.19,9.68,18.25
32.560,10.43,-0.68,6.41,12.26
32.571,5.65,-4.35,3.20,7.82
32.580,2.39,-7.13,0.47,7.54
32.591,0.96,-9.18,-1.35,9.33
32.601,0.57,-10.72,-2.07,10.93
32.611,1.50,-11.90,-2.29,12.21
32.621,3.39,-12.92,-2.57,13.60
32.631,4.53,-13.40,-3.75,14.63
32.641,4.89,-13.95,-6.25,16.05
32.651,4.94,-15.17,-9.84,18.74
32.661,4.54,-16.45,-13.71,21.89
32.671,4.08,-17.54,-17.71,25.26
32.681,2.94,-18.11,-20.84,27.77
32.691,1.41,-18.39,-22.03,28.73
32.701,0.01,-18.58,-20.74,27.84
32.711,-0.87,-18.92,-17.55,25.82
32.721,-1.20,-19.26,-14.05,23.88
32.731,-1.26,-19.11,-11.21,22.19
32.741,-0.87,-18.87,-8.82,20.85
32.751,0.42,-18.52,-6.85,19.75
32.761,2.76,-17.65,-5.70,18.75
32.771,4.98,-16.13,-4.71,17.53
32.781,7.00,-14.36,-2.76,16.21
32.791,8.67,-12.90,0.08,15.54
32.801,9.17,-11.38,3.25,14.97
32.811,9.10,-9.06,5.68,14.04
32.821,10.15,-6.64,6.07,13.56
32.832,10.38,-4.12,4.63,12.09
32.841,9.49,0.55,3.67,10.19
32.851,11.72,7.09,5.66,14.82
32.861,18.95,11.66,9.16,24.06
32.872,26.29,14.07,11.25,31.87
32.881,27.67,16.50,12.18,34.44
32.892,24.39,17.65,12.14,32.46
32.902,19.28,16.51,10.92,27.63
32.912,13.22,14.66,9.34,21.84
32.922,8.15,12.44,7.87,16.82
32.932,4.99,10.37,6.27,13.10
32.942,3.07,9.57,4.51,11.02
32.952,1.37,9.56,3.21,10.18
32.962,-0.12,9.62,2.26,9.89
32.972,-1.54,9.81,1.92,10.11
32.982,-3.05,9.73,1.96,10.38
32.992,-5.16,9.46,2.25,11.01
33.002,-7.76,8.98,2.45,12.11
33.012,-10.39,8.18,2.66,13.49
33.022,-12.90,7.08,2.58,14.94
33.032,-15.27,5.96,2.64,16.60
33.042,-16.89,5.12,3.69,18.03
33.052,-17.08,4.64,5.64,18.58
33.062,-16.21,5.02,7.78,18.67
33.072,-13.59,5.76,9.66,17.63
33.082,-9.53,6.80,11.21,16.21
33.092,-5.68,7.73,11.76,15.18
33.102,-2.51,7.89,11.23,13.95
33.112,-0.65,7.23,10.51,12.77
33.122,-0.43,6.24,10.06,11.85
33.132,-1.13,4.84,10.00,11.17
33.142,-1.26,3.65,9.99,10.72
33.152,0.32,2.73,10.01,10.38
33.162,3.46,2.86,8.60,9.70
33.173,6.73,3.92,6.13,9.91
33.182,8.25,5.25,4.89,10.93
33.193,8.25,7.28,7.35,13.24
33.202,10.68,9.72,11.76,18.63
33.213,16.45,11.72,14.41,24.81
33.223,21.75,11.75,12.37,27.64
33.233,23.06,9.60,7.49,26.08
33.243,21.04,7.83,3.91,22.79
33.253,17.97,6.52,2.12,19.24
33.263,14.87,4.62,1.18,15.62
33.273,11.92,2.08,0.79,12.13
33.283,9.00,-0.40,0.57,9.02
33.293,6.31,-2.83,0.21,6.92
33.303,4.04,-5.49,-0.21,6.81
33.313,2.57,-8.24,-0.53,8.65
33.323,1.85,-11.15,-0.88,11.33
33.333,1.10,-13.81,-1.49,13.94
33.343,0.18,-16.13,-2.41,16.31
33.353,-1.03,-18.28,-3.77,18.69
33.363,-2.44,-20.16,-5.79,21.12
33.373,-4.32,-21.83,-8.12,23.69
33.383,-6.85,-23.49,-10.53,26.64
33.393,-9.64,-24.65,-12.69,29.35
33.403,-11.63,-24.85,-14.14,30.86
33.413,-11.72,-24.18,-14.40,30.49
33.423,-9.81,-23.19,-13.11,28.39
33.433,-6.38,-22.22,-11.08,25.63
33.443,-2.44,-21.20,-8.74,23.06
33.453,1.53,-20.37,-6.63,21.47
33.463,4.97,-19.52,-4.81,20.71
33.473,7.03,-18.96,-3.58,20.53
33.483,7.64,-18.55,-2.69,20.24
33.494,6.89,-18.24,-1.19,19.54
33.503,5.36,-17.90,0.64,18.69
33.514,5.17,-17.27,2.62,18.21
33.523,7.16,-15.65,3.62,17.58
33.534,9.99,-12.22,4.06,16.30
33.543,14.37,-8.96,3.67,17.32
33.554,19.10,-6.10,2.98,20.27
33.564,25.19,2.25,4.49,25.68
33.574,33.56,15.83,8.36,38.03
33.584,41.56,22.20,11.51,48.50
33.594,43.37,21.17,8.77,49.05
33.604,37.27,22.41,7.28,44.10
33.614,27.70,21.61,9.20,36.32
33.624,17.78,17.31,9.51,26.58
33.634,8.98,13.66,9.54,18.93
33.644,2.04,10.59,8.32,13.62
33.654,-3.12,8.27,6.51,10.98
33.664,-6.48,7.40,4.38,10.77
33.674,-8.44,7.13,1.35,11.13
33.684,-9.33,6.59,-1.93,11.58
33.694,-9.34,6.43,-4.74,12.29
33.704,-9.95,6.39,-6.87,13.68
33.714,-11.67,5.88,-7.53,15.08
33.724,-14.43,5.27,-6.58,16.71
33.734,-17.51,4.27,-4.56,18.59
33.744,-19.71,3.10,-2.27,20.08
33.754,-20.26,2.27,0.15,20.39
33.764,-18.35,2.21,2.73,18.68
33.774,-15.80,3.32,5.69,17.11
33.784,-13.61,4.30,7.95,16.34
33.794,-11.48,5.19,8.87,15.41
33.804,-9.28,6.42,9.01,14.44
33.814,-7.59,7.71,8.66,13.86
33.825,-6.36,8.51,7.86,13.22
33.835,-4.92,8.76,6.71,12.08
33.844,-3.77,9.01,6.25,11.60
33.855,-2.77,9.11,6.48,11.52
33.864,-1.23,9.01,6.75,11.33
33.875,0.57,9.03,6.72,11.27
33.885,2.00,9.13,6.45,11.35
33.895,3.11,9.65,5.65,11.61
33.905,4.01,11.24,3.86,12.54
33.915,6.50,13.47,4.09,15.50
33.925,10.23,17.50,6.15,21.19
33.935,17.60,23.05,6.62,29.75
33.945,27.69,26.57,5.28,38.73
33.955,34.85,26.30,2.72,43.74
33.965,35.88,23.18,1.10,42.73
33.975,32.94,18.59,1.45,37.85
33.985,28.91,12.80,1.10,31.64
33.995,24.41,7.16,0.19,25.44
34.005,19.71,2.21,-0.36,19.83
34.015,15.35,-2.22,-0.28,15.51
34.025,11.34,-6.20,0.25,12.93
34.035,8.27,-9.50,1.03,12.63
34.045,6.44,-12.67,1.29,14.27
34.055,5.67,-15.83,0.26,16.81
34.065,5.38,-18.90,-1.24,19.69
34.075,4.36,-21.79,-2.03,22.32
34.085,2.68,-23.48,-2.32,23.75
34.095,1.42,-24.66,-2.59,24.84
34.105,0.81,-25.76,-3.11,25.96
34.115,-0.06,-26.37,-4.41,26.74
34.125,-1.51,-26.57,-5.80,27.24
34.135,-2.70,-26.65,-6.78,27.63
34.145,-3.73,-26.37,-7.96,27.79
34.156,-4.40,-26.46,-8.71,28.20
34.165,-4.24,-26.96,-9.29,28.83
34.176,-3.88,-26.88,-8.85,28.56
34.185,-4.28,-26.02,-7.43,27.39
34.196,-3.40,-25.00,-6.63,26.09
34.206,-1.09,-23.66,-6.11,24.46
34.216,2.19,-22.21,-5.42,22.96
34.226,6.65,-20.22,-5.34,21.94
34.236,9.60,-17.61,-5.89,20.90
34.246,10.07,-17.10,-7.65,21.27
34.256,9.08,-17.77,-8.12,21.54
34.266,8.10,-14.93,-4.91,17.68
34.276,9.13,-9.63,0.17,13.27
34.286,14.31,-4.65,6.68,16.46
34.296,23.65,0.37,12.57,26.79
34.306,32.82,7.13,14.80,36.70
34.316,38.43,14.04,17.02,44.31
34.326,37.55,18.46,21.11,46.87
34.336,31.51,20.50,24.20,44.71
34.346,25.88,22.22,23.63,41.50
34.356,19.86,23.22,18.12,35.53
34.366,12.96,22.53,9.53,27.69
34.376,6.06,20.65,1.34,21.57
34.386,0.75,18.32,-3.80,18.72
34.396,-3.13,16.53,-4.88,17.52
34.406,-6.69,14.93,-3.99,16.84
34.416,-9.53,12.48,-2.47,15.89
34.426,-11.05,9.61,-0.34,14.65
34.436,-12.45,7.34,2.51,14.67
34.446,-14.07,5.15,5.19,15.86
34.457,-15.98,3.02,7.31,17.83
34.466,-18.00,1.21,9.03,20.18
34.477,-19.56,0.43,10.40,22.16
34.486,-20.68,0.59,12.13,23.98
34.497,-20.74,0.42,13.10,24.54
34.506,-19.26,0.83,12.88,23.18
34.517,-16.98,2.28,12.61,21.27
34.526,-14.36,3.72,12.71,19.53
34.537,-11.72,4.68,12.86,18.02
34.547,-8.63,5.11,12.88,16.32
34.557,-5.42,5.39,12.95,15.04
34.567,-2.77,5.92,12.87,14.43
34.577,-0.22,6.45,12.84,14.37
34.587,2.11,5.98,13.05,14.51
34.597,3.96,5.10,12.91,14.43
34.607,6.41,4.98,11.99,14.48
34.617,8.67,4.62,10.40,14.31
34.627,10.23,4.22,7.64,13.45
34.637,10.75,4.42,5.85,13.01
34.647,10.87,5.05,8.63,14.77
34.657,17.83,8.54,13.14,23.74
34.667,28.35,12.62,14.83,34.39
34.677,34.64,12.59,10.99,38.46
34.687,35.84,11.76,7.20,38.40
34.697,33.82,10.77,5.86,35.98
34.707,29.17,6.98,4.63,30.35
34.717,21.00,1.84,3.72,21.41
34.727,12.38,-2.20,3.37,13.02
34.737,6.59,-5.06,2.81,8.77
34.747,3.98,-7.57,1.98,8.79
34.757,3.11,-9.59,1.26,10.16
34.767,2.81,-11.06,0.55,11.43
34.777,2.48,-12.70,-0.57,12.95
34.787,2.21,-14.78,-2.38,15.13
34.797,1.37,-16.72,-4.70,17.42
34.807,-0.40,-18.61,-7.51,20.07
34.818,-2.42,-20.42,-9.96,22.85
34.827,-4.47,-21.85,-11.61,25.14
34.838,-6.70,-22.86,-12.86,27.07
34.848,-9.11,-23.38,-14.24,28.85
34.858,-10.62,-23.38,-15.43,29.96
34.868,-10.89,-22.97,-15.73,29.89
34.878,-9.50,-21.95,-15.34,28.42
34.888,-6.88,-20.89,-14.14,26.15
34.898,-4.11,-20.50,-12.31,24.26
34.908,-1.83,-20.28,-9.80,22.60
34.918,-0.04,-19.90,-7.02,21.10
34.928,2.27,-19.38,-4.53,20.03
34.938,4.63,-18.53,-2.26,19.23
34.948,6.50,-17.47,0.17,18.64
34.958,7.75,-15.99,2.06,17.89
34.968,8.92,-13.79,3.53,16.80
34.978,10.41,-11.08,5.49,16.16
34.988,12.29,-9.01,6.77,16.67
34.998,12.11,-8.61,5.36,15.79
35.008,8.53,-8.22,4.27,12.59
35.018,7.61,-3.95,6.40,10.70
35.028,13.52,2.06,10.71,17.37
35.038,23.77,7.03,14.18,28.56
35.048,30.81,11.03,15.33,36.14
35.058,29.64,14.22,16.11,36.61
35.068,22.88,14.94,16.82,32.09
35.078,15.41,13.86,15.72,26.01
35.088,10.23,13.07,13.92,21.66
35.098,7.45,12.85,11.83,18.99
35.108,6.23,12.97,9.47,17.23
35.118,4.98,13.20,6.87,15.69
35.128,2.80,12.96,3.97,13.84
35.139,-0.09,12.16,1.16,12.21
35.148,-2.96,11.12,-1.31,11.58
35.159,-5.63,9.81,-3.12,11.74
35.169,-8.40,8.42,-4.03,12.56
35.179,-11.03,7.18,-4.10,13.79
35.189,-13.34,6.20,-3.73,15.17
35.199,-15.44,5.40,-3.11,16.64
35.209,-17.10,4.65,-2.23,17.86
35.219,-17.87,4.10,-0.58,18.34
35.229,-17.62,3.99,2.67,18.26
35.239,-16.48,4.03,6.85,18.29
35.249,-14.28,4.29,10.49,18.23
35.259,-11.24,4.63,12.71,17.59
35.269,-7.69,4.93,13.36,16.19
35.279,-4.54,5.19,13.70,15.34
35.289,-3.23,4.78,13.85,15.00
35.299,-3.91,3.56,13.24,14.26
35.309,-5.28,1.89,12.59,13.78
35.319,-5.80,0.74,12.21,13.54
35.329,-4.93,-0.11,12.07,13.04
35.339,-2.54,-0.35,11.84,12.11
35.349,0.88,-0.03,11.00,11.04
35.359,5.32,1.17,9.19,10.68
35.369,9.27,3.45,7.66,12.51
35.379,9.87,5.20,7.95,13.70
35.389,8.83,7.62,10.54,15.73
35.399,15.42,11.05,14.10,23.64
35.410,24.74,12.77,14.57,31.42
35.420,29.50,13.71,10.99,34.33
35.429,30.60,14.75,8.59,35.04
35.440,32.20,13.58,7.07,35.65
35.449,30.98,9.73,3.62,32.67
35.460,24.04,4.63,0.67,24.50
35.469,14.85,-0.36,-0.93,14.88
35.480,7.38,-4.61,-2.37,9.02
35.490,3.62,-7.93,-3.97,9.58
35.500,2.31,-10.16,-4.91,11.51
35.510,1.96,-12.23,-5.65,13.61
35.520,1.32,-14.40,-6.86,16.01
35.530,0.11,-16.43,-8.23,18.38
35.540,-1.45,-18.54,-9.61,20.93
35.550,-3.77,-20.55,-11.13,23.67
35.560,-6.79,-21.94,-12.54,26.16
35.570,-9.44,-22.67,-13.67,28.10
35.580,-10.71,-23.25,-14.41,29.37
35.590,-10.73,-23.57,-14.32,29.59
35.600,-9.60,-23.09,-13.20,28.27
35.610,-7.51,-22.04,-11.02,25.76
35.620,-5.21,-21.27,-8.51,23.50
35.630,-3.14,-20.75,-6.07,21.85
35.640,-0.87,-19.94,-3.90,20.33
35.650,1.19,-19.06,-1.77,19.18
35.660,2.77,-18.06,0.33,18.27
35.670,3.83,-16.50,2.17,17.07
35.680,5.34,-14.57,3.73,15.96
35.690,7.70,-11.78,3.93,14.61
35.700,11.77,-7.81,3.58,14.57
35.710,15.77,-3.44,3.19,16.45
35.720,16.23,-1.42,2.24,16.44
35.730,12.20,-0.22,2.18,12.40
35.741,10.11,5.04,4.17,12.04
35.750,17.00,10.66,7.98,21.60
35.761,28.32,13.04,9.63,32.63
35.770,33.59,15.36,9.00,38.02
35.781,30.84,17.34,10.21,36.83
35.791,22.08,15.93,11.78,29.67
35.801,12.57,12.87,11.72,21.47
35.811,5.13,10.64,10.68,15.93
35.821,0.75,9.02,8.21,12.22
35.831,-2.14,7.57,4.70,9.16
35.841,-5.23,6.48,1.59,8.48
35.851,-7.79,5.62,-0.53,9.62
35.861,-9.12,5.10,-1.87,10.61
35.871,-9.75,4.89,-2.82,11.26
35.881,-10.32,4.43,-3.71,11.82
35.891,-11.38,3.90,-4.60,12.88
35.901,-13.29,3.15,-4.91,14.51
35.911,-15.35,2.01,-4.53,16.13
35.921,-16.86,1.10,-3.37,17.23
35.931,-17.53,0.42,-1.42,17.59
35.941,-17.05,-0.15,0.81,17.07
35.951,-15.87,-0.20,3.26,16.20
35.961,-13.99,0.08,5.99,15.22
35.971,-11.07,0.46,8.50,13.97
35.981,-8.34,0.92,10.35,13.33
35.991,-6.84,1.03,11.52,13.43
36.001,-6.42,0.67,12.06,13.68
36.011,-6.99,0.24,12.37,14.21
36.021,-7.15,0.60,12.74,14.62
36.031,-4.65,2.16,12.36,13.38
36.041,-0.16,4.38,10.71,11.57
36.051,4.96,7.05,8.14,11.85
36.061,8.13,9.92,6.50,14.38
36.071,7.31,10.94,7.95,15.37
36.082,5.85,12.51,11.95,18.26
36.091,12.51,16.34,15.69,25.87
36.102,22.46,18.26,14.41,32.34
36.112,28.37,16.74,9.56,34.30
36.122,28.28,16.65,4.74,33.15
36.132,26.47,16.05,0.59,30.96
36.142,25.19,13.21,-3.56,28.66
36.152,22.58,9.59,-6.04,25.27
36.162,18.25,5.24,-6.10,19.94
36.172,12.91,0.05,-5.04,13.86
36.182,7.52,-4.89,-3.32,9.57
36.192,3.16,-9.21,-1.81,9.91
36.202,0.37,-13.02,-0.96,13.06
36.212,-1.27,-15.99,-0.42,16.05
36.222,-2.43,-18.30,-0.39,18.47
36.232,-3.21,-19.67,-1.79,20.01
36.242,-3.61,-20.04,-4.25,20.81
36.252,-3.90,-19.81,-6.50,21.21
36.262,-4.78,-19.88,-7.82,21.89
36.272,-6.08,-20.08,-8.54,22.65
36.282,-7.51,-20.17,-8.56,23.16
36.292,-8.56,-20.33,-7.83,23.41
36.302,-9.16,-20.30,-6.67,23.25
36.312,-9.29,-19.91,-5.19,22.58
36.322,-8.61,-19.48,-3.38,21.57
36.332,-7.22,-18.96,-1.67,20.35
36.342,-5.36,-18.24,-0.60,19.02
36.352,-2.78,-17.63,0.09,17.84
36.363,0.26,-16.73,0.74,16.75
36.372,2.70,-15.33,0.95,15.60
36.382,4.35,-14.01,0.36,14.68
36.392,5.19,-12.79,-1.15,13.85
36.403,4.56,-12.05,-2.75,13.17
36.413,3.05,-12.78,-4.75,13.97
36.423,0.85,-15.41,-6.15,16.62
36.432,-1.83,-16.27,-5.02,17.12
36.443,-1.17,-13.29,-2.47,13.57
36.453,4.79,-9.28,-1.01,10.49
36.463,13.77,-4.88,-1.05,14.65
36.473,23.13,0.08,-1.22,23.16
36.483,28.25,4.61,0.01,28.62
36.493,27.82,7.22,3.59,28.97
36.503,23.58,8.91,7.85,26.40
36.513,19.02,10.12,10.94,24.16
36.523,15.86,10.49,12.47,22.74
36.533,13.82,10.85,13.11,21.92
36.543,11.66,11.05,13.03,20.69
36.553,10.39,10.95,11.29,18.85
36.563,10.81,11.42,7.81,17.55
36.573,10.57,12.03,4.14,16.54
36.583,8.16,12.14,1.44,14.70
36.593,4.27,11.40,-0.36,12.17
36.603,-0.10,9.99,-2.25,10.24
36.613,-4.01,8.19,-4.37,10.11
36.623,-6.54,6.13,-6.25,10.92
36.633,-7.74,4.22,-7.30,11.44
36.643,-8.13,2.71,-7.33,11.28
36.653,-7.58,2.16,-6.74,10.37
36.663,-6.15,2.61,-5.76,8.82
36.673,-4.65,3.06,-4.66,7.26
36.683,-3.41,3.43,-3.35,5.88
36.693,-2.73,4.05,-1.84,5.22
36.703,-2.60,4.13,-0.18,4.88
36.713,-2.66,4.28,1.80,5.35
36.724,-2.50,4.33,4.10,6.47
36.733,-2.17,4.07,6.39,7.88
36.744,-1.72,3.91,8.87,9.85
36.753,-1.22,4.10,11.50,12.27
36.764,-1.13,4.30,13.27,14.00
36.774,-2.45,4.73,14.10,15.07
36.784,-4.59,5.06,14.65,16.16
36.794,-6.86,4.78,14.55,16.78
36.804,-9.61,4.31,13.20,16.88
36.814,-12.46,3.52,11.90,17.59
36.824,-15.64,3.12,11.78,19.83
36.834,-18.94,3.37,11.91,22.62
36.844,-21.73,3.35,11.28,24.71
36.854,-23.15,2.43,10.05,25.35
36.864,-23.39,2.85,8.39,25.01
36.874,-20.93,5.74,6.60,22.68
36.884,-14.80,8.95,4.25,17.81
36.894,-10.03,10.04,3.23,14.56
36.904,-8.17,12.49,5.10,15.77
36.914,-7.97,15.72,7.76,19.26
36.924,-15.04,15.88,13.09,25.49
36.934,-18.34,13.52,22.33,31.90
36.944,-5.17,13.91,23.90,28.13
36.954,15.24,18.07,17.64,29.49
36.964,30.44,19.69,8.58,37.26
36.974,35.30,17.57,1.79,39.47
36.984,34.28,15.22,0.75,37.52
36.994,35.64,9.69,1.83,36.98
37.004,40.75,3.29,3.99,41.08
37.014,43.03,-1.19,6.06,43.47
37.025,43.53,-4.13,5.81,44.11
37.035,45.08,-6.25,3.50,45.64
37.045,43.43,-9.44,-0.41,44.44
37.054,35.72,-13.03,-5.63,38.43
37.065,26.08,-15.54,-10.43,32.10
37.075,19.75,-17.05,-14.97,30.08
37.085,17.49,-17.62,-17.85,30.57
37.095,17.51,-16.66,-18.34,30.34
37.105,18.15,-14.95,-17.34,29.21
37.115,16.38,-14.65,-17.17,27.89
37.125,10.48,-16.37,-19.14,27.28
37.135,2.25,-18.07,-19.85,26.94
37.145,-5.86,-17.72,-16.30,24.78
37.155,-10.43,-15.88,-10.52,21.72
37.165,-10.61,-14.37,-5.22,18.61
37.175,-5.11,-12.56,0.13,13.57
37.185,3.34,-10.34,5.98,12.41
37.195,7.96,-8.97,11.36,16.52
37.205,7.17,-8.10,14.98,18.48
37.215,2.93,-7.69,15.53,17.57
37.225,-3.02,-7.96,13.87,16.28
37.235,-6.71,-7.68,11.36,15.27
37.245,-7.61,-6.20,9.15,13.41
37.255,-6.72,-4.23,8.68,11.76
37.265,-5.21,-1.82,9.72,11.18
37.275,-3.51,0.47,10.15,10.75
37.285,-1.51,1.85,9.09,9.40
37.295,-0.22,2.91,7.05,7.63
37.305,-1.54,3.44,5.51,6.68
37.315,-4.34,3.44,4.09,6.88
37.325,-7.29,3.56,3.27,8.75
37.335,-8.77,3.69,3.22,10.04
37.346,-8.61,4.20,3.42,10.17
37.355,-7.75,5.08,3.59,9.94
37.366,-6.49,5.64,4.77,9.83
37.375,-5.34,5.20,6.01,9.57
37.386,-5.02,4.92,5.78,9.10
37.396,-5.55,4.25,5.07,8.64
37.406,-7.33,2.79,4.56,9.07
37.415,-9.70,1.60,4.18,10.68
37.426,-10.89,0.77,4.83,11.94
37.436,-9.84,0.49,6.96,12.06
37.446,-7.79,0.83,8.65,11.67
37.456,-6.38,1.27,9.18,11.25
37.466,-6.50,2.42,9.36,11.65
37.476,-8.01,2.88,11.55,14.35
37.486,-7.79,1.29,15.73,17.60
37.496,-2.57,0.81,17.94,18.14
37.506,9.87,1.10,19.23,21.65
37.516,22.07,3.26,21.30,30.84
37.526,25.56,5.53,22.35,34.40
37.536,23.65,4.24,21.74,32.41
37.546,20.38,0.66,19.49,28.21
37.556,17.72,-1.72,15.61,23.68
