time,ax,ay,az,atotal
6.500,-0.55,-1.06,-0.30,1.23
6.510,-0.62,-0.82,-0.69,1.24
6.520,-0.38,-0.60,-0.85,1.10
6.530,0.03,-0.42,-0.77,0.88
6.540,0.48,-0.25,-0.40,0.68
6.550,0.85,-0.16,0.17,0.88
6.560,1.08,-0.22,0.74,1.33
6.570,1.20,-0.31,1.26,1.77
6.580,1.12,-0.35,1.61,1.99
6.590,0.93,-0.36,1.63,1.91
6.600,0.76,-0.43,1.27,1.54
6.610,0.59,-0.51,0.64,1.01
6.620,0.41,-0.51,-0.07,0.66
6.630,0.32,-0.40,-0.70,0.87
6.640,0.32,-0.20,-1.24,1.30
6.650,0.36,-0.01,-1.63,1.67
6.660,0.40,0.22,-1.85,1.90
6.670,0.43,0.43,-1.94,2.03
6.680,0.46,0.61,-1.92,2.06
6.690,0.48,0.73,-1.86,2.06
6.700,0.50,0.77,-1.77,1.99
6.710,0.51,0.70,-1.65,1.86
6.720,0.54,0.59,-1.49,1.68
6.730,0.52,0.43,-1.30,1.46
6.740,0.42,0.37,-1.00,1.14
6.750,0.29,0.37,-0.66,0.81
6.760,0.23,0.38,-0.33,0.55
6.770,0.25,0.35,-0.12,0.45
6.780,0.25,0.33,-0.00,0.41
6.790,0.24,0.29,0.12,0.39
6.800,0.24,0.25,0.32,0.48
6.810,0.27,0.22,0.52,0.63
6.820,0.29,0.20,0.63,0.72
6.830,0.24,0.25,0.67,0.75
6.840,0.20,0.32,0.58,0.70
6.850,0.17,0.45,0.43,0.64
6.860,0.11,0.58,0.18,0.62
6.870,0.02,0.67,-0.09,0.68
6.880,-0.01,0.67,-0.34,0.75
6.890,0.03,0.66,-0.39,0.77
6.900,0.09,0.65,-0.21,0.69
6.910,0.20,0.62,0.09,0.65
6.919,0.26,0.50,0.46,0.73
6.929,0.26,0.30,0.76,0.86
6.940,0.29,0.07,1.03,1.08
6.949,0.08,-0.03,1.21,1.21
6.960,-0.44,0.06,1.13,1.22
6.969,-0.98,0.27,0.70,1.23
6.979,-1.24,0.41,0.01,1.30
6.989,-1.20,0.43,-0.52,1.38
6.999,-1.03,0.42,-0.61,1.27
7.009,-0.73,0.34,-0.22,0.84
7.019,-0.25,0.03,0.66,0.71
7.029,0.25,-0.49,1.70,1.78
7.039,0.56,-1.01,2.58,2.82
7.049,0.57,-1.34,3.28,3.59
7.059,0.36,-1.50,3.62,3.93
7.069,0.13,-1.60,3.37,3.73
7.079,-0.17,-1.65,2.38,2.90
7.089,-0.42,-1.57,0.92,1.87
7.099,-0.52,-1.28,-0.58,1.50
7.109,-0.61,-0.86,-1.80,2.09
7.119,-0.63,-0.46,-2.58,2.69
7.129,-0.54,-0.19,-2.91,2.97
7.139,-0.47,-0.01,-2.67,2.71
7.149,-0.34,0.09,-1.83,1.86
7.159,-0.09,-0.07,-0.71,0.71
7.169,0.04,-0.36,0.27,0.45
7.179,-0.00,-0.67,0.90,1.12
7.189,-0.14,-0.91,1.13,1.46
7.199,-0.35,-1.07,1.03,1.53
7.209,-0.53,-1.14,0.61,1.40
7.219,-0.65,-1.09,-0.11,1.28
7.229,-0.65,-0.87,-0.94,1.44
7.239,-0.61,-0.46,-1.59,1.77
7.249,-0.54,-0.03,-2.05,2.12
7.259,-0.42,0.32,-2.27,2.34
7.269,-0.36,0.57,-2.29,2.39
7.279,-0.34,0.68,-2.11,2.24
7.289,-0.35,0.63,-1.73,1.87
7.299,-0.38,0.43,-1.26,1.38
7.309,-0.44,0.16,-0.83,0.95
7.319,-0.55,-0.07,-0.48,0.73
7.329,-0.60,-0.18,-0.16,0.64
7.339,-0.62,-0.21,0.08,0.66
7.349,-0.69,-0.15,0.19,0.73
7.359,-0.68,-0.02,0.20,0.71
7.369,-0.60,0.13,0.12,0.63
7.379,-0.58,0.29,-0.05,0.65
7.389,-0.61,0.43,-0.19,0.77
7.399,-0.66,0.51,-0.28,0.87
7.409,-0.66,0.53,-0.25,0.88
7.419,-0.65,0.49,-0.18,0.83
7.429,-0.68,0.48,-0.05,0.83
7.439,-0.72,0.49,0.08,0.88
7.449,-0.71,0.52,0.17,0.90
7.459,-0.60,0.56,0.26,0.86
7.469,-0.45,0.60,0.32,0.81
7.479,-0.29,0.61,0.37,0.77
7.489,-0.15,0.58,0.54,0.81
7.499,-0.10,0.51,0.78,0.94
7.509,-0.05,0.38,0.96,1.03
7.519,0.03,0.28,1.03,1.07
7.528,0.12,0.20,0.99,1.02
7.539,0.20,0.16,0.87,0.91
7.549,0.15,0.15,0.83,0.86
7.559,-0.08,0.27,0.85,0.90
7.568,-0.36,0.51,0.82,1.03
7.579,-0.49,0.71,0.59,1.05
7.589,-0.45,0.79,0.22,0.94
7.599,-0.24,0.74,-0.09,0.78
7.608,0.21,0.52,-0.21,0.60
7.618,0.73,0.16,0.06,0.74
7.628,1.07,-0.17,0.85,1.37
7.639,1.21,-0.49,1.78,2.21
7.648,1.21,-0.83,2.48,2.88
7.658,1.15,-1.09,2.88,3.29
7.668,0.96,-1.32,2.80,3.24
7.678,0.69,-1.49,2.27,2.80
7.688,0.40,-1.58,1.35,2.11
7.698,0.18,-1.52,0.32,1.57
7.708,0.11,-1.27,-0.54,1.39
7.718,0.07,-0.89,-1.12,1.43
7.728,0.10,-0.56,-1.44,1.55
7.738,0.25,-0.35,-1.56,1.62
7.748,0.44,-0.25,-1.40,1.49
7.758,0.63,-0.19,-0.87,1.09
7.768,0.84,-0.24,-0.15,0.88
7.778,1.02,-0.40,0.49,1.20
7.788,1.12,-0.62,0.91,1.57
7.798,1.05,-0.79,1.09,1.70
7.808,0.86,-0.88,0.96,1.56
7.818,0.66,-0.89,0.49,1.21
7.828,0.50,-0.83,-0.24,1.00
7.838,0.37,-0.65,-0.99,1.24
7.848,0.35,-0.45,-1.55,1.65
7.858,0.42,-0.22,-1.93,1.99
7.868,0.47,0.06,-2.20,2.25
7.878,0.47,0.32,-2.37,2.44
7.888,0.40,0.53,-2.47,2.55
7.898,0.32,0.67,-2.53,2.64
7.908,0.29,0.76,-2.53,2.65
7.918,0.31,0.82,-2.45,2.60
7.928,0.41,0.87,-2.26,2.46
7.938,0.45,0.91,-1.94,2.19
7.948,0.46,0.95,-1.50,1.83
7.958,0.42,0.97,-1.01,1.46
7.968,0.40,0.97,-0.61,1.22
7.978,0.41,0.93,-0.28,1.05
7.988,0.42,0.89,0.02,0.98
7.998,0.43,0.79,0.34,0.96
8.008,0.46,0.67,0.71,1.08
8.018,0.47,0.53,1.01,1.23
8.028,0.39,0.38,1.24,1.36
8.038,0.22,0.30,1.41,1.46
8.048,0.03,0.27,1.47,1.49
8.058,-0.12,0.23,1.37,1.39
8.068,-0.16,0.25,1.21,1.24
8.078,-0.06,0.40,1.05,1.12
8.088,0.07,0.57,0.90,1.07
8.098,0.27,0.74,0.87,1.17
8.108,0.42,0.78,0.97,1.31
8.118,0.50,0.76,1.17,1.48
8.128,0.55,0.68,1.36,1.62
8.138,0.54,0.59,1.58,1.77
8.148,0.52,0.51,1.68,1.83
8.158,0.49,0.39,1.58,1.70
8.168,0.34,0.36,1.31,1.40
8.178,-0.07,0.47,1.02,1.13
8.188,-0.58,0.71,0.60,1.09
8.198,-0.83,0.84,0.02,1.19
8.208,-0.80,0.82,-0.42,1.23
8.218,-0.76,0.78,-0.56,1.23
8.228,-0.79,0.74,-0.35,1.14
8.238,-0.68,0.65,0.04,0.94
8.247,-0.36,0.38,0.57,0.77
8.258,0.10,-0.05,1.18,1.18
8.267,0.54,-0.47,1.74,1.89
8.278,0.71,-0.84,2.11,2.38
8.287,0.66,-1.11,2.32,2.65
8.297,0.41,-1.26,2.27,2.63
8.307,0.02,-1.33,1.70,2.16
8.317,-0.35,-1.30,0.66,1.50
8.327,-0.65,-1.17,-0.50,1.43
8.337,-0.90,-0.95,-1.44,1.94
8.347,-1.01,-0.78,-2.05,2.41
8.357,-0.95,-0.67,-2.31,2.59
8.367,-0.85,-0.57,-2.10,2.34
8.377,-0.58,-0.55,-1.33,1.55
8.387,-0.21,-0.67,-0.30,0.77
8.397,0.03,-0.83,0.60,1.03
8.408,0.07,-0.99,1.16,1.53
8.417,-0.03,-1.09,1.35,1.73
8.427,-0.16,-1.13,1.11,1.59
8.437,-0.27,-1.12,0.54,1.27
8.447,-0.29,-1.00,-0.30,1.08
8.457,-0.32,-0.71,-1.08,1.33
8.467,-0.38,-0.32,-1.68,1.75
8.477,-0.33,-0.00,-2.09,2.12
8.487,-0.23,0.26,-2.31,2.34
8.497,-0.17,0.49,-2.39,2.44
8.507,-0.14,0.65,-2.36,2.45
8.517,-0.13,0.71,-2.17,2.29
8.527,-0.11,0.66,-1.73,1.86
8.537,-0.12,0.48,-1.16,1.27
8.547,-0.13,0.25,-0.56,0.63
8.557,-0.23,0.07,-0.16,0.29
8.567,-0.38,0.00,0.03,0.38
8.577,-0.54,-0.00,0.02,0.54
8.587,-0.68,0.09,-0.18,0.71
8.597,-0.72,0.27,-0.36,0.85
8.607,-0.66,0.49,-0.49,0.96
8.617,-0.51,0.69,-0.47,0.98
8.627,-0.37,0.87,-0.29,0.99
8.637,-0.28,1.00,0.02,1.04
8.647,-0.21,1.09,0.37,1.17
8.657,-0.19,1.13,0.64,1.31
8.667,-0.16,1.15,0.79,1.41
8.677,-0.09,1.13,0.80,1.39
8.687,-0.05,1.10,0.72,1.31
8.697,-0.06,1.04,0.61,1.21
8.707,-0.09,0.97,0.52,1.11
8.717,-0.10,0.89,0.53,1.04
8.727,-0.13,0.80,0.65,1.04
8.737,-0.09,0.70,0.81,1.07
8.747,-0.00,0.61,0.90,1.09
8.757,0.18,0.46,0.94,1.06
8.767,0.32,0.32,0.98,1.08
8.777,0.35,0.22,1.05,1.13
8.787,0.19,0.19,1.17,1.20
8.797,-0.28,0.30,1.25,1.32
8.807,-0.72,0.46,1.09,1.39
8.817,-0.82,0.45,0.74,1.20
8.827,-0.64,0.30,0.46,0.84
8.837,-0.29,0.19,0.35,0.50
8.847,0.15,0.11,0.39,0.43
8.857,0.70,-0.09,0.61,0.93
8.867,1.18,-0.48,1.00,1.62
8.877,1.40,-0.88,1.36,2.14
8.887,1.32,-1.19,1.62,2.41
8.896,0.98,-1.43,1.61,2.36
8.907,0.55,-1.67,1.22,2.14
8.917,0.17,-1.86,0.64,1.97
8.926,-0.11,-1.88,0.02,1.88
8.937,-0.34,-1.72,-0.65,1.87
8.946,-0.43,-1.52,-1.16,1.96
8.957,-0.40,-1.28,-1.42,1.95
8.966,-0.29,-1.02,-1.46,1.81
8.977,-0.09,-0.76,-1.32,1.53
8.986,0.24,-0.57,-1.06,1.23
8.996,0.52,-0.44,-0.66,0.95
9.006,0.68,-0.36,-0.25,0.81
9.016,0.68,-0.34,0.05,0.76
9.026,0.56,-0.33,0.20,0.68
9.036,0.41,-0.33,0.19,0.56
9.046,0.23,-0.33,-0.03,0.40
9.057,0.08,-0.34,-0.42,0.55
9.066,-0.07,-0.33,-0.85,0.91
9.076,-0.18,-0.25,-1.18,1.22
9.086,-0.21,-0.15,-1.35,1.37
9.096,-0.16,0.00,-1.33,1.34
9.106,-0.09,0.15,-1.17,1.19
9.116,0.05,0.28,-0.99,1.03
9.126,0.13,0.38,-0.82,0.92
9.136,0.20,0.45,-0.77,0.92
9.146,0.26,0.49,-0.77,0.95
9.156,0.36,0.46,-0.81,1.00
9.166,0.46,0.45,-0.81,1.04
9.176,0.50,0.45,-0.73,1.00
9.186,0.54,0.47,-0.59,0.93
9.196,0.58,0.52,-0.42,0.89
9.206,0.59,0.58,-0.24,0.86
9.216,0.55,0.66,-0.12,0.87
9.226,0.47,0.77,-0.04,0.90
9.236,0.38,0.89,-0.04,0.97
9.246,0.37,0.97,-0.12,1.05
9.256,0.40,1.04,-0.24,1.14
9.266,0.40,1.13,-0.31,1.24
9.276,0.43,1.21,-0.29,1.31
9.286,0.44,1.24,-0.22,1.34
9.296,0.44,1.27,-0.03,1.34
9.306,0.45,1.27,0.25,1.37
9.316,0.45,1.18,0.56,1.38
9.326,0.45,1.04,0.83,1.40
9.336,0.41,0.89,1.06,1.44
9.346,0.41,0.70,1.27,1.50
9.356,0.40,0.49,1.41,1.54
9.366,0.35,0.28,1.39,1.46
9.376,0.19,0.17,1.25,1.28
9.386,-0.17,0.22,1.01,1.05
9.396,-0.64,0.43,0.65,1.01
9.406,-0.91,0.68,0.23,1.16
9.416,-0.81,0.73,-0.08,1.09
9.426,-0.44,0.71,-0.07,0.84
9.436,-0.08,0.69,0.33,0.76
9.446,0.27,0.55,1.10,1.26
9.456,0.56,0.12,1.87,1.95
9.466,0.78,-0.41,2.49,2.64
9.476,0.69,-0.80,3.00,3.18
9.486,0.43,-1.13,3.17,3.40
9.496,0.04,-1.45,2.72,3.08
9.506,-0.42,-1.67,1.70,2.42
9.516,-0.83,-1.70,0.41,1.94
9.526,-1.17,-1.47,-0.74,2.02
9.536,-1.32,-1.15,-1.61,2.38
9.545,-1.31,-0.89,-2.21,2.72
9.556,-1.26,-0.66,-2.43,2.81
9.565,-1.13,-0.46,-2.04,2.38
9.576,-0.87,-0.46,-1.16,1.52
9.585,-0.58,-0.70,-0.10,0.91
9.595,-0.44,-0.98,0.79,1.34
9.605,-0.41,-1.20,1.33,1.84
9.616,-0.46,-1.30,1.55,2.08
9.625,-0.54,-1.34,1.40,2.01
9.635,-0.60,-1.36,0.83,1.70
9.645,-0.68,-1.22,-0.04,1.40
9.655,-0.77,-0.90,-0.89,1.48
9.665,-0.81,-0.57,-1.59,1.87
9.675,-0.78,-0.25,-2.07,2.23
9.685,-0.68,0.03,-2.31,2.41
9.696,-0.55,0.22,-2.31,2.39
9.705,-0.47,0.36,-2.19,2.27
9.715,-0.43,0.42,-1.92,2.01
9.725,-0.38,0.40,-1.45,1.55
9.735,-0.32,0.31,-0.92,1.02
9.745,-0.25,0.13,-0.49,0.57
9.755,-0.27,-0.04,-0.21,0.35
9.765,-0.37,-0.13,-0.15,0.42
9.775,-0.39,-0.12,-0.23,0.47
9.785,-0.31,-0.03,-0.40,0.51
9.795,-0.28,0.18,-0.61,0.69
9.805,-0.25,0.45,-0.78,0.94
9.815,-0.22,0.62,-0.86,1.08
9.825,-0.16,0.71,-0.81,1.09
9.835,-0.15,0.80,-0.60,1.01
9.845,-0.20,0.82,-0.35,0.91
9.855,-0.25,0.83,-0.06,0.86
9.865,-0.25,0.76,0.22,0.83
9.875,-0.27,0.63,0.49,0.84
9.885,-0.34,0.51,0.77,0.99
9.895,-0.45,0.39,1.02,1.18
9.905,-0.47,0.27,1.24,1.35
9.915,-0.37,0.18,1.32,1.38
9.925,-0.24,0.15,1.30,1.33
9.935,-0.07,0.23,1.29,1.31
9.945,0.13,0.32,1.32,1.36
9.955,0.32,0.44,1.31,1.42
9.965,0.39,0.50,1.27,1.42
9.975,0.40,0.47,1.25,1.39
9.985,0.37,0.40,1.17,1.29
9.995,0.17,0.30,1.04,1.10
10.005,-0.25,0.37,0.82,0.93
10.015,-0.67,0.61,0.42,1.00
10.025,-0.79,0.84,-0.04,1.15
10.035,-0.51,0.97,-0.43,1.18
10.045,-0.15,1.10,-0.59,1.26
10.055,0.26,1.17,-0.51,1.31
10.065,0.78,1.04,-0.13,1.31
10.075,1.14,0.69,0.46,1.41
10.085,1.24,0.29,1.00,1.62
10.095,1.14,-0.07,1.34,1.76
10.105,0.89,-0.39,1.41,1.72
10.115,0.60,-0.75,1.19,1.53
10.125,0.23,-1.03,0.79,1.32
10.135,-0.06,-1.23,0.30,1.27
10.145,-0.13,-1.33,-0.13,1.34
10.155,-0.12,-1.31,-0.29,1.34
10.165,-0.14,-1.21,-0.15,1.22
10.175,-0.16,-1.12,0.20,1.15
10.185,-0.03,-1.12,0.51,1.23
10.195,0.22,-1.24,0.63,1.41
10.205,0.44,-1.30,0.63,1.51
10.215,0.54,-1.21,0.61,1.46
10.225,0.58,-1.02,0.48,1.27
10.234,0.63,-0.80,0.25,1.05
10.244,0.65,-0.53,-0.05,0.84
10.255,0.67,-0.30,-0.49,0.88
10.264,0.66,-0.13,-1.04,1.24
10.275,0.64,-0.06,-1.49,1.62
10.284,0.60,-0.03,-1.79,1.89
10.294,0.47,-0.00,-1.94,2.00
10.304,0.28,0.02,-1.93,1.95
10.314,0.14,-0.01,-1.86,1.87
10.324,0.12,-0.02,-1.79,1.79
10.334,0.13,-0.02,-1.69,1.70
10.344,0.07,0.06,-1.63,1.64
10.354,0.04,0.17,-1.48,1.49
10.364,0.07,0.21,-1.32,1.33
10.374,0.12,0.24,-1.14,1.17
10.384,0.17,0.26,-0.97,1.02
10.394,0.26,0.19,-0.74,0.81
10.404,0.28,0.14,-0.49,0.59
10.414,0.25,0.11,-0.30,0.40
10.424,0.19,0.18,-0.10,0.28
10.434,0.13,0.29,0.08,0.32
10.444,0.08,0.41,0.19,0.46
10.454,0.05,0.46,0.19,0.50
10.464,-0.00,0.50,0.17,0.53
10.474,-0.05,0.59,0.21,0.63
10.484,-0.04,0.63,0.27,0.68
10.494,-0.01,0.60,0.41,0.73
10.504,0.02,0.55,0.69,0.88
10.514,0.09,0.49,1.00,1.12
10.524,0.15,0.40,1.16,1.23
10.534,0.21,0.31,1.19,1.24
10.544,0.32,0.21,1.12,1.18
10.554,0.31,0.18,1.00,1.06
10.564,0.25,0.15,0.85,0.89
10.574,0.15,0.12,0.79,0.81
10.584,-0.17,0.20,0.85,0.89
10.594,-0.61,0.39,0.75,1.04
10.604,-0.84,0.52,0.42,1.07
10.614,-0.78,0.51,0.11,0.94
10.624,-0.56,0.49,0.10,0.75
10.634,-0.16,0.35,0.46,0.60
10.644,0.28,0.04,1.16,1.19
10.654,0.57,-0.48,1.83,1.98
10.664,0.74,-0.91,2.45,2.71
10.674,0.68,-1.14,2.88,3.17
10.684,0.51,-1.24,2.87,3.16
10.694,0.28,-1.32,2.27,2.64
10.704,-0.05,-1.29,1.15,1.73
10.714,-0.42,-1.08,-0.20,1.17
10.724,-0.64,-0.65,-1.39,1.66
10.734,-0.76,-0.27,-2.23,2.37
10.745,-0.87,0.03,-2.66,2.80
10.754,-0.92,0.24,-2.66,2.82
10.764,-0.83,0.24,-2.11,2.28
10.774,-0.59,0.04,-1.07,1.23
10.784,-0.32,-0.25,0.04,0.41
10.794,-0.15,-0.51,0.87,1.01
10.804,-0.15,-0.72,1.30,1.49
10.814,-0.18,-0.82,1.46,1.68
10.824,-0.35,-0.84,1.40,1.67
10.834,-0.53,-0.83,1.01,1.41
10.844,-0.67,-0.77,0.35,1.08
10.854,-0.74,-0.63,-0.33,1.03
10.863,-0.78,-0.41,-0.85,1.22
10.874,-0.74,-0.15,-1.19,1.41
10.883,-0.68,0.06,-1.36,1.52
10.894,-0.64,0.20,-1.37,1.53
10.903,-0.58,0.27,-1.36,1.51
10.913,-0.49,0.34,-1.37,1.49
10.923,-0.45,0.35,-1.27,1.39
10.933,-0.42,0.33,-1.13,1.25
10.943,-0.41,0.28,-0.94,1.07
10.953,-0.40,0.19,-0.75,0.87
10.963,-0.41,0.13,-0.54,0.69
10.973,-0.45,0.07,-0.38,0.59
10.983,-0.49,-0.00,-0.32,0.59
10.993,-0.55,-0.02,-0.35,0.65
11.003,-0.61,-0.02,-0.44,0.76
11.013,-0.66,0.02,-0.55,0.86
11.023,-0.70,0.11,-0.60,0.94
11.033,-0.70,0.19,-0.62,0.95
11.043,-0.72,0.32,-0.64,1.02
11.053,-0.71,0.45,-0.68,1.08
11.063,-0.66,0.53,-0.57,1.02
11.073,-0.57,0.47,-0.31,0.81
11.083,-0.49,0.36,-0.05,0.61
11.093,-0.43,0.30,0.28,0.60
11.103,-0.40,0.27,0.62,0.79
11.113,-0.32,0.25,0.95,1.03
11.123,-0.18,0.18,1.13,1.16
11.133,-0.04,0.14,1.17,1.18
11.143,0.09,0.17,1.22,1.23
11.153,0.21,0.18,1.26,1.29
11.163,0.35,0.12,1.21,1.26
11.173,0.33,0.06,1.05,1.10
11.183,0.03,0.18,0.80,0.82
11.193,-0.41,0.46,0.45,0.76
11.203,-0.73,0.63,-0.01,0.97
11.213,-0.76,0.71,-0.41,1.11
11.223,-0.56,0.77,-0.57,1.11
11.233,-0.20,0.74,-0.38,0.86
11.243,0.28,0.56,0.18,0.65
11.253,0.80,0.08,0.94,1.24
11.263,1.21,-0.53,1.58,2.06
11.273,1.37,-1.02,2.03,2.65
11.283,1.21,-1.37,2.31,2.94
11.293,0.79,-1.59,2.26,2.88
11.303,0.30,-1.69,1.76,2.46
11.313,-0.04,-1.75,0.79,1.92
11.323,-0.23,-1.68,-0.36,1.74
11.333,-0.48,-1.26,-1.20,1.81
11.343,-0.72,-0.78,-1.68,1.98
11.353,-0.64,-0.48,-1.85,2.01
11.363,-0.36,-0.31,-1.68,1.75
11.373,-0.07,-0.19,-1.15,1.17
11.383,0.26,-0.21,-0.44,0.55
11.393,0.63,-0.37,0.27,0.78
11.403,0.95,-0.51,0.85,1.37
11.413,1.05,-0.56,1.19,1.69
11.423,0.95,-0.54,1.31,1.71
11.433,0.77,-0.53,1.17,1.50
11.443,0.56,-0.53,0.78,1.10
11.453,0.42,-0.50,0.12,0.66
11.463,0.32,-0.44,-0.67,0.87
11.473,0.21,-0.29,-1.31,1.36
11.483,0.11,-0.08,-1.77,1.78
11.493,0.05,0.14,-1.97,1.97
11.502,0.06,0.30,-1.84,1.87
11.513,0.05,0.39,-1.64,1.69
11.523,0.09,0.46,-1.34,1.42
11.533,0.24,0.51,-1.01,1.15
11.543,0.39,0.51,-0.77,1.00
11.552,0.51,0.53,-0.60,0.95
11.562,0.54,0.50,-0.45,0.87
11.573,0.56,0.41,-0.36,0.78
11.582,0.55,0.35,-0.22,0.69
11.593,0.56,0.24,-0.04,0.61
11.602,0.58,0.10,0.09,0.60
11.612,0.56,0.03,0.19,0.59
11.622,0.48,0.05,0.24,0.54
11.632,0.39,0.18,0.16,0.46
11.642,0.32,0.37,-0.02,0.49
11.652,0.28,0.56,-0.30,0.69
11.662,0.26,0.70,-0.54,0.92
11.672,0.27,0.82,-0.70,1.11
11.682,0.25,0.93,-0.66,1.17
11.692,0.26,0.98,-0.45,1.11
11.702,0.29,1.06,-0.04,1.10
11.712,0.38,1.07,0.31,1.18
11.722,0.53,1.03,0.52,1.27
11.732,0.66,1.01,0.70,1.39
11.742,0.76,0.97,0.82,1.48
11.752,0.90,0.86,0.85,1.51
11.762,0.94,0.68,0.95,1.49
11.772,0.80,0.54,1.10,1.46
11.782,0.68,0.36,1.28,1.49
11.792,0.64,0.12,1.43,1.57
11.802,0.55,-0.06,1.50,1.60
11.812,0.29,-0.12,1.40,1.43
11.822,-0.11,-0.06,1.11,1.11
11.832,-0.51,0.16,0.60,0.80
11.842,-0.77,0.40,-0.07,0.87
11.852,-0.79,0.52,-0.60,1.12
11.862,-0.58,0.65,-0.74,1.14
11.872,-0.29,0.70,-0.39,0.85
11.882,0.04,0.74,0.41,0.84
11.892,0.35,0.52,1.38,1.52
11.902,0.49,0.03,2.13,2.19
11.912,0.54,-0.50,2.66,2.76
11.922,0.39,-0.92,3.05,3.21
11.932,0.14,-1.29,3.09,3.35
11.942,-0.19,-1.54,2.56,2.99
11.952,-0.53,-1.63,1.53,2.30
11.962,-0.72,-1.52,0.33,1.72
11.972,-0.80,-1.18,-0.73,1.60
11.982,-0.81,-0.74,-1.44,1.81
11.992,-0.73,-0.39,-1.80,1.98
12.002,-0.64,-0.12,-1.90,2.01
12.012,-0.55,0.04,-1.73,1.82
12.022,-0.45,-0.01,-1.34,1.42
12.032,-0.36,-0.23,-0.85,0.95
12.042,-0.33,-0.54,-0.39,0.74
12.052,-0.34,-0.77,-0.11,0.85
12.062,-0.41,-0.89,0.03,0.98
12.072,-0.48,-0.94,0.07,1.06
12.082,-0.51,-0.93,0.02,1.06
12.092,-0.52,-0.85,-0.15,1.01
12.102,-0.49,-0.71,-0.40,0.95
12.112,-0.48,-0.53,-0.63,0.95
12.122,-0.48,-0.31,-0.80,0.99
12.132,-0.54,-0.08,-0.91,1.06
12.142,-0.54,0.04,-1.01,1.14
12.152,-0.52,0.07,-1.11,1.23
12.162,-0.51,0.08,-1.20,1.31
12.172,-0.52,0.13,-1.23,1.35
12.182,-0.52,0.23,-1.14,1.27
12.192,-0.47,0.29,-0.98,1.12
12.201,-0.41,0.30,-0.84,0.98
12.212,-0.42,0.30,-0.71,0.88
12.222,-0.44,0.32,-0.60,0.81
12.232,-0.47,0.33,-0.53,0.78
12.241,-0.47,0.34,-0.51,0.77
12.251,-0.51,0.34,-0.59,0.85
12.262,-0.57,0.37,-0.67,0.95
12.272,-0.61,0.45,-0.70,1.03
12.281,-0.60,0.53,-0.66,1.03
12.292,-0.55,0.58,-0.52,0.96
12.301,-0.46,0.63,-0.33,0.85
12.311,-0.33,0.65,-0.20,0.75
12.321,-0.14,0.68,-0.08,0.70
12.331,-0.09,0.77,0.01,0.77
12.341,-0.10,0.83,0.04,0.84
12.351,-0.12,0.86,0.13,0.88
12.361,-0.08,0.81,0.25,0.85
12.371,-0.04,0.69,0.40,0.80
12.381,-0.06,0.53,0.54,0.76
12.391,-0.10,0.36,0.67,0.77
12.401,-0.13,0.21,0.79,0.83
12.411,-0.14,0.09,0.85,0.87
12.421,-0.13,-0.00,0.85,0.86
12.431,-0.14,-0.07,0.79,0.81
12.441,-0.29,-0.07,0.76,0.82
12.451,-0.60,0.08,0.71,0.93
12.461,-0.90,0.35,0.56,1.12
12.471,-0.94,0.57,0.33,1.15
12.481,-0.59,0.62,0.17,0.88
12.491,-0.09,0.53,0.22,0.58
12.501,0.34,0.31,0.56,0.72
12.511,0.64,-0.01,1.23,1.38
12.521,0.86,-0.46,1.90,2.14
12.531,1.00,-0.88,2.46,2.80
12.541,0.86,-1.20,2.70,3.08
12.551,0.58,-1.39,2.52,2.93
12.561,0.29,-1.44,1.87,2.38
12.571,0.00,-1.36,0.91,1.64
12.581,-0.20,-1.07,-0.07,1.09
12.591,-0.35,-0.68,-0.82,1.13
12.601,-0.36,-0.34,-1.25,1.35
12.611,-0.18,-0.12,-1.40,1.41
12.621,0.04,0.03,-1.13,1.13
12.631,0.31,0.14,-0.48,0.59
12.641,0.59,0.07,0.34,0.68
12.651,0.85,-0.15,0.99,1.31
12.661,0.97,-0.41,1.34,1.71
12.671,0.98,-0.62,1.45,1.86
12.681,0.92,-0.77,1.38,1.83
12.691,0.83,-0.81,1.12,1.61
12.701,0.68,-0.73,0.64,1.18
12.711,0.54,-0.62,-0.02,0.82
12.721,0.44,-0.46,-0.69,0.94
12.731,0.30,-0.24,-1.22,1.28
12.741,0.18,0.00,-1.57,1.58
12.751,0.17,0.18,-1.91,1.93
12.761,0.19,0.30,-2.29,2.32
12.771,0.15,0.46,-2.55,2.60
12.781,0.11,0.60,-2.65,2.71
12.791,0.13,0.72,-2.61,2.71
12.801,0.13,0.82,-2.40,2.54
12.811,0.21,0.87,-2.06,2.25
12.821,0.35,0.86,-1.70,1.93
12.831,0.46,0.81,-1.32,1.62
12.841,0.47,0.74,-0.99,1.32
12.851,0.42,0.65,-0.75,1.08
12.861,0.35,0.56,-0.55,0.86
12.871,0.30,0.48,-0.31,0.65
12.880,0.28,0.45,-0.04,0.53
12.891,0.32,0.39,0.17,0.53
12.900,0.36,0.32,0.29,0.56
12.911,0.31,0.36,0.34,0.59
12.920,0.21,0.51,0.30,0.63
12.930,0.18,0.68,0.16,0.72
12.940,0.20,0.80,0.01,0.83
12.950,0.26,0.92,-0.03,0.96
12.960,0.35,1.04,0.02,1.10
12.970,0.41,1.22,0.07,1.28
12.980,0.46,1.35,0.02,1.42
12.990,0.49,1.41,-0.05,1.49
13.000,0.51,1.37,0.06,1.47
13.010,0.45,1.25,0.35,1.38
13.020,0.41,0.99,0.83,1.35
